resume_text,label
"Machine learning engineer skilled in Spark, Python, Deep Learning, TensorFlow, PyTorch. Developed models for predictive analytics. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Experienced software engineer with expertise in REST APIs, Java, Linux, SQL, CI/CD. Previously worked at Airbnb on microservice architecture. Holds a degree in M.Sc in Data Science from Carnegie Mellon.",SWE
"Machine learning engineer skilled in Docker, Python, ML Ops, AWS SageMaker, NLP. Developed models for predictive analytics. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Machine learning engineer skilled in ML Ops, Data Pipelines, Deep Learning, NLP, Python. Developed models for fraud detection. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in B.Sc in Computer Science from Carnegie Mellon.",MLE
"Machine learning engineer skilled in Python, NLP, Deep Learning, Scikit-learn, Computer Vision. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in B.Sc in Computer Science from University of Toronto.",MLE
"Machine learning engineer skilled in TensorFlow, Spark, Deep Learning, Scikit-learn, AWS SageMaker. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in B.Sc in Computer Science from UC Berkeley.",MLE
"Data scientist proficient in SQL, Matplotlib, R, Statistics, Jupyter. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Data scientist proficient in Python, Big Data, Data Visualization, Machine Learning, ETL. Conducted analysis on sales transactions to uncover trends and support business decisions. Holds a M.Sc in Data Science from Georgia Tech.",Data Science
"Data scientist proficient in Tableau, Matplotlib, Pandas, Machine Learning, Big Data. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from Carnegie Mellon.",Data Science
"Experienced software engineer with expertise in Python, REST APIs, Linux, SQL, C++. Previously worked at Amazon on microservice architecture. Holds a degree in M.Sc in Data Science from UC Berkeley.",SWE
"Data scientist proficient in R, Data Visualization, Python, Jupyter, Tableau. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
"Experienced software engineer with expertise in Linux, Git, Python, Java, Docker. Previously worked at Amazon on microservice architecture. Holds a degree in Ph.D. in Machine Learning from University of Toronto.",SWE
"Machine learning engineer skilled in PyTorch, Spark, Docker, Deep Learning, Python. Developed models for image recognition. Experienced in deploying ML models using TensorFlow Serving, AWS SageMaker. Graduated with a degree in B.Sc in Computer Science from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in Linux, AWS, Java, C++, Docker. Previously worked at Google on microservice architecture. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Experienced software engineer with expertise in Kubernetes, REST APIs, Java, SQL, Agile. Previously worked at Google on microservice architecture. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Machine learning engineer skilled in Python, NLP, Computer Vision, Docker, TensorFlow. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from UC Berkeley.",MLE
"Experienced software engineer with expertise in Python, AWS, REST APIs, CI/CD, Docker. Previously worked at Airbnb on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Data scientist proficient in SQL, Tableau, Statistics, Python, ETL. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from MIT.",Data Science
"Data scientist proficient in Data Visualization, Big Data, Tableau, Pandas, R. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Sc in Data Science from Carnegie Mellon.",Data Science
"Machine learning engineer skilled in Scikit-learn, ML Ops, Computer Vision, NLP, Spark. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Experienced software engineer with expertise in Docker, AWS, CI/CD, Agile, Java. Previously worked at Facebook on real-time analytics. Holds a degree in M.Sc in Data Science from MIT.",SWE
"Machine learning engineer skilled in TensorFlow, ML Ops, Deep Learning, Python, NLP. Developed models for natural language processing. Experienced in deploying ML models using Docker, TensorFlow Serving. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Machine learning engineer skilled in NLP, Data Pipelines, Spark, TensorFlow, AWS SageMaker. Developed models for fraud detection. Experienced in deploying ML models using Docker, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from Georgia Tech.",MLE
"Data scientist proficient in Tableau, Pandas, Python, Matplotlib, Machine Learning. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a Ph.D. in Machine Learning from MIT.",Data Science
"Experienced software engineer with expertise in SQL, Python, REST APIs, CI/CD, Agile. Previously worked at Amazon on microservice architecture. Holds a degree in Ph.D. in Machine Learning from Stanford University.",SWE
"Experienced software engineer with expertise in C++, Java, REST APIs, Agile, Linux. Previously worked at Facebook on e-commerce platforms. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Machine learning engineer skilled in TensorFlow, AWS SageMaker, Spark, ML Ops, Deep Learning. Developed models for predictive analytics. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in B.Tech in Information Technology from Carnegie Mellon.",MLE
"Machine learning engineer skilled in TensorFlow, Data Pipelines, ML Ops, AWS SageMaker, PyTorch. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in B.Tech in Information Technology from Stanford University.",MLE
"Experienced software engineer with expertise in Java, CI/CD, SQL, AWS, Kubernetes. Previously worked at Google on microservice architecture. Holds a degree in Ph.D. in Machine Learning from Georgia Tech.",SWE
"Machine learning engineer skilled in Scikit-learn, Data Pipelines, Python, Spark, PyTorch. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from MIT.",MLE
"Experienced software engineer with expertise in AWS, CI/CD, Docker, Python, Git. Previously worked at Amazon on microservice architecture. Holds a degree in B.Tech in Information Technology from University of Toronto.",SWE
"Data scientist proficient in Statistics, Data Visualization, Python, R, Pandas. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Machine learning engineer skilled in Scikit-learn, ML Ops, NLP, PyTorch, Data Pipelines. Developed models for predictive analytics. Experienced in deploying ML models using Docker, AWS SageMaker. Graduated with a degree in Ph.D. in Machine Learning from Stanford University.",MLE
"Machine learning engineer skilled in Data Pipelines, Scikit-learn, TensorFlow, Deep Learning, Docker. Developed models for fraud detection. Experienced in deploying ML models using Docker, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Machine learning engineer skilled in Docker, AWS SageMaker, Computer Vision, PyTorch, Python. Developed models for recommendation systems. Experienced in deploying ML models using AWS SageMaker, TensorFlow Serving. Graduated with a degree in Ph.D. in Machine Learning from Stanford University.",MLE
"Machine learning engineer skilled in TensorFlow, Docker, Scikit-learn, Spark, Data Pipelines. Developed models for natural language processing. Experienced in deploying ML models using Kubernetes, MLflow. Graduated with a degree in M.Tech in Artificial Intelligence from Carnegie Mellon.",MLE
"Experienced software engineer with expertise in Git, Docker, AWS, SQL, Linux. Previously worked at Amazon on mobile applications. Holds a degree in M.Tech in Artificial Intelligence from Georgia Tech.",SWE
"Machine learning engineer skilled in PyTorch, Deep Learning, NLP, Docker, Python. Developed models for fraud detection. Experienced in deploying ML models using AWS SageMaker, Kubernetes. Graduated with a degree in B.Sc in Computer Science from MIT.",MLE
"Experienced software engineer with expertise in CI/CD, AWS, Git, SQL, Linux. Previously worked at Netflix on real-time analytics. Holds a degree in Ph.D. in Machine Learning from MIT.",SWE
"Experienced software engineer with expertise in Java, CI/CD, C++, SQL, Python. Previously worked at Airbnb on e-commerce platforms. Holds a degree in B.Tech in Information Technology from Carnegie Mellon.",SWE
"Experienced software engineer with expertise in AWS, Linux, Python, Kubernetes, Docker. Previously worked at Amazon on real-time analytics. Holds a degree in B.Tech in Information Technology from MIT.",SWE
"Data scientist proficient in Big Data, SQL, Python, Matplotlib, Pandas. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Machine learning engineer skilled in Data Pipelines, TensorFlow, Docker, Computer Vision, Spark. Developed models for natural language processing. Experienced in deploying ML models using TensorFlow Serving, MLflow. Graduated with a degree in B.Sc in Computer Science from Carnegie Mellon.",MLE
"Data scientist proficient in SQL, Big Data, ETL, Data Visualization, Matplotlib. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Experienced software engineer with expertise in REST APIs, Kubernetes, Docker, Linux, CI/CD. Previously worked at Google on e-commerce platforms. Holds a degree in B.Sc in Computer Science from Georgia Tech.",SWE
"Data scientist proficient in Jupyter, Matplotlib, Tableau, Python, Pandas. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Sc in Computer Science from University of Toronto.",Data Science
"Data scientist proficient in Data Visualization, Jupyter, Pandas, SQL, Python. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from University of Toronto.",Data Science
"Data scientist proficient in Matplotlib, Jupyter, Python, R, Machine Learning. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Data scientist proficient in Python, Tableau, Data Visualization, Statistics, Matplotlib. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from Georgia Tech.",Data Science
"Experienced software engineer with expertise in CI/CD, Python, AWS, SQL, Java. Previously worked at Netflix on e-commerce platforms. Holds a degree in M.Tech in Artificial Intelligence from Stanford University.",SWE
"Machine learning engineer skilled in AWS SageMaker, NLP, TensorFlow, Scikit-learn, Python. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in B.Sc in Computer Science from UC Berkeley.",MLE
"Machine learning engineer skilled in Docker, Data Pipelines, PyTorch, Python, TensorFlow. Developed models for image recognition. Experienced in deploying ML models using MLflow, Docker. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Experienced software engineer with expertise in AWS, SQL, Kubernetes, Git, C++. Previously worked at Airbnb on cloud-native applications. Holds a degree in B.Sc in Computer Science from University of Toronto.",SWE
"Experienced software engineer with expertise in Kubernetes, REST APIs, AWS, Docker, CI/CD. Previously worked at Netflix on cloud-native applications. Holds a degree in B.Tech in Information Technology from MIT.",SWE
"Data scientist proficient in Tableau, Data Visualization, R, Pandas, Big Data. Conducted analysis on IoT sensor logs to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Stanford University.",Data Science
"Machine learning engineer skilled in PyTorch, Docker, Data Pipelines, Deep Learning, Spark. Developed models for predictive analytics. Experienced in deploying ML models using MLflow, AWS SageMaker. Graduated with a degree in M.Tech in Artificial Intelligence from UC Berkeley.",MLE
"Experienced software engineer with expertise in Kubernetes, Docker, Linux, Python, C++. Previously worked at Microsoft on real-time analytics. Holds a degree in B.Sc in Computer Science from UC Berkeley.",SWE
"Machine learning engineer skilled in Docker, Data Pipelines, Computer Vision, Scikit-learn, PyTorch. Developed models for image recognition. Experienced in deploying ML models using Kubernetes, TensorFlow Serving. Graduated with a degree in M.Sc in Data Science from University of Toronto.",MLE
"Experienced software engineer with expertise in Python, Linux, CI/CD, Git, SQL. Previously worked at Amazon on mobile applications. Holds a degree in B.Sc in Computer Science from Georgia Tech.",SWE
"Experienced software engineer with expertise in Agile, SQL, AWS, REST APIs, Java. Previously worked at Airbnb on microservice architecture. Holds a degree in M.Sc in Data Science from Georgia Tech.",SWE
"Machine learning engineer skilled in Deep Learning, ML Ops, PyTorch, Scikit-learn, Spark. Developed models for predictive analytics. Experienced in deploying ML models using Docker, MLflow. Graduated with a degree in Ph.D. in Machine Learning from Stanford University.",MLE
"Data scientist proficient in Tableau, Big Data, Statistics, Pandas, R. Conducted analysis on financial reports to uncover trends and support business decisions. Holds a M.Tech in Artificial Intelligence from UC Berkeley.",Data Science
"Experienced software engineer with expertise in SQL, REST APIs, Git, Kubernetes, Python. Previously worked at Netflix on microservice architecture. Holds a degree in M.Sc in Data Science from Stanford University.",SWE
"Machine learning engineer skilled in Deep Learning, Spark, NLP, Docker, TensorFlow. Developed models for natural language processing. Experienced in deploying ML models using Docker, Kubernetes. Graduated with a degree in M.Sc in Data Science from Stanford University.",MLE
"Data scientist proficient in SQL, Jupyter, Machine Learning, Statistics, Tableau. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from UC Berkeley.",Data Science
"Data scientist proficient in ETL, Big Data, Statistics, Pandas, Data Visualization. Conducted analysis on healthcare records to uncover trends and support business decisions. Holds a B.Tech in Information Technology from University of Toronto.",Data Science
"Experienced software engineer with expertise in Docker, Agile, C++, AWS, Git. Previously worked at Microsoft on microservice architecture. Holds a degree in M.Sc in Data Science from University of Toronto.",SWE
"Experienced software engineer with expertise in CI/CD, REST APIs, Java, Agile, SQL. Previously worked at Amazon on cloud-native applications. Holds a degree in M.Sc in Data Science from MIT.",SWE
"Machine learning engineer skilled in ML Ops, PyTorch, Computer Vision, Data Pipelines, Deep Learning. Developed models for recommendation systems. Experienced in deploying ML models using MLflow, Kubernetes. Graduated with a degree in M.Tech in Artificial Intelligence from Stanford University.",MLE
"Data scientist proficient in Tableau, Matplotlib, R, Jupyter, Data Visualization. Conducted analysis on customer behavior data to uncover trends and support business decisions. Holds a B.Tech in Information Technology from Georgia Tech.",Data Science
